mfcc1_sma3Mean,mfcc2_sma3Mean,mfcc3_sma3Mean,mfcc4_sma3Mean,F0semitoneFrom27_5Hz_sma3nzMean,F1frequency_sma3nzMean,turnText,speaker,startTime,endTime,duration,mp3url,turnCount,inferredSpeakerRole,inferredSpeakerName,predictedClassIndex
31.8952465391,12.8275080963,14.0460423686,17.7338813491,9.5037231514,826.392870647, I'm doing well.,SPEAKER_03,78.0,80.0,2.0,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,11,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
28.3545922985,12.4991101273,24.5678106146,18.7771096243,16.8363240388,636.8117145977, Is there,"SPEAKER_03, SPEAKER_02",80.0,80.82,0.82,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,12,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
29.6048228043,17.4523439152,22.7918593115,3.7897087043,11.9586602609,844.9407434783, Michael,"SPEAKER_02, SPEAKER_01",80.82,81.73,0.91,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,13,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
31.8759465385,23.5440169231,42.0777977692,16.03534185,4.4091585385,760.1033015385,?,"SPEAKER_01, SPEAKER_02",81.73,82.0,0.27,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,14,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
33.3491733889,-7.2441689889,5.69677135,9.0249013389,2.9280488889,680.0902216667, How,SPEAKER_02,82.0,82.37,0.37,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,15,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
20.8161909851,11.9254035644,28.1410005289,6.9207759796,5.4024846773,750.9548170435,dy. [Laughs],"SPEAKER_02, SPEAKER_01",82.37,85.0,2.63,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,16,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
22.4387408801,8.1299503518,29.2055814263,-3.9662072994,18.6534443382,638.9242261954, So this is hilarious. So I think we've already got maybe some haters.,SPEAKER_00,85.0,93.0,8.0,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,17,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
4.5771401383,17.582063503,8.1714577578,16.2691000239,0.0,680.0517321739, That,"SPEAKER_00, SPEAKER_01",93.0,93.92,0.92,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,18,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
13.70377035,-0.6910451093,4.8092559882,2.1116064235,1.5958703529,499.2811441176,'s,"SPEAKER_01, SPEAKER_03",93.92,94.6,0.68,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,19,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
32.8745080857,4.9723883114,28.3626694,-7.6867123371,6.2796722857,736.7755465714, okay,"SPEAKER_03, SPEAKER_00",94.6,95.3,0.7,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,20,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
29.9099750286,2.0461425486,15.3898262411,-20.0356646,8.1084989143,643.2622597143,.,"SPEAKER_00, SPEAKER_03",95.3,96.0,0.7,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,21,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
23.8103493486,9.8975057061,20.4441203948,3.2077830736,8.7283583466,721.3587806037, [Laughs,SPEAKER_00,96.0,97.85,1.85,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,22,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
23.1940094804,-1.5379987208,18.9091109825,10.9431200885,9.1081339,820.9136143333,] How,SPEAKER_03,97.85,98.6,0.75,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,23,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
15.6327098625,13.0248852225,36.476383525,-0.6468994365,12.92014875,699.5809125, many,"SPEAKER_03, SPEAKER_00",98.6,99.4,0.8,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,24,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
20.7599842816,11.7975240653,23.2337458349,29.3723762837,8.0745646179,860.1102550536,? How many is some? I,SPEAKER_03,99.4,100.32,0.92,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,25,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
20.6649215846,1.0075790305,29.4382639218,-4.5291703773,16.7404527464,632.7222127114," don't know. Anyone that knows Michael Deacon knows that Michael doesn't care. And so that's great. It's a great honor to have you on Noxmente, Michael. You know, I know you don't do these shows very often,",SPEAKER_00,100.32,115.49,15.17,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,26,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
29.0504414692,14.2417451403,22.6631465355,12.3531751135,17.0365500086,819.7653565385, so I'm,"SPEAKER_00, SPEAKER_01",115.49,116.33,0.84,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,27,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
17.9817284435,7.6509703738,23.8490397136,4.8165418342,12.9631824915,671.3747226645," thrilled that you have decided to say yes to it and are here. Yes,",SPEAKER_00,116.33,122.65,6.32,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,28,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
27.0145784276,10.5939018102,19.2008150733,10.7890406483,13.5681334882,659.7150446707," hello to both of you out there. And of course, to those listening at home. And of course, thank you for giving me this opportunity to hang out with both of you this",SPEAKER_02,122.65,131.38,8.73,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,29,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
23.918343212,15.347897468,21.6286503,24.82311332,6.55028688,780.4839244, evening,"SPEAKER_02, SPEAKER_03",131.38,131.88,0.5,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,30,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
36.8020365,6.1492545733,9.7785779667,8.7372333833,32.2984721667,620.4780916667,.,SPEAKER_03,131.88,132.0,0.12,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,31,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
23.6617674179,0.99989288,9.3279884786,15.7536379321,5.2002634643,676.9383192857, Thanks,"SPEAKER_03, SPEAKER_02",132.0,132.57,0.57,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,32,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
29.8056218956,12.6473651765,25.7284004487,5.8364373198,12.1181650453,803.4510886005, for driving us,SPEAKER_02,132.57,133.7,1.13,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,33,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
20.9701236774,12.1649276963,28.7440633309,10.126017829,9.9840623976,729.9463751429,. Yes,"SPEAKER_03, SPEAKER_02",133.7,134.27,0.57,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,34,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
16.0957936025,34.4412809162,18.1249809361,13.7475398657,1.1920886177,724.2374240809,", yes",SPEAKER_03,134.27,134.79,0.52,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,35,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
26.511832944,8.5267185859,17.4349776769,9.9637036799,14.5298002341,610.8035551538,". And of course, I must be honest, I don't do interviews at all. I try to be somewhat mysterious and exclusive, but the planets have aligned.",SPEAKER_02,134.79,145.0,10.21,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,36,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
8.9146376328,13.328800657,17.3491905548,13.3293270252,12.3458190017,666.2052207185," Yes, yes, and it's Mercury retrograde nonetheless. I",SPEAKER_00,145.0,149.11,4.11,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,37,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
37.68928225,-3.3660756417,25.5334203333,22.0204752833,21.6691345833,558.1427025,'m,"SPEAKER_00, SPEAKER_02",149.11,149.34,0.23,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,38,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
28.1211454999,4.6883889477,17.2531314398,11.5407623612,14.8042995578,662.0714151606," glad I'm here and I'm glad both of you are here. And of course, everyone that is happy and angry that I'm here. Well, I",SPEAKER_02,149.34,159.63,10.29,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,39,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
27.8371026807,3.0679798941,32.7067788353,0.6299643869,18.1994497572,601.0700709821," don't know who I'm just sure. I'm just sure, you know, because I moderate on your channel and you get a couple haters here and there. And you know, I... Beam, emails, you know. I immediately get a thumbs down like basically everything I do. There's somebody out",SPEAKER_00,159.63,173.67,14.04,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,40,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
30.4602425091,12.3446658067,10.3272177262,7.7470628626,14.1776089952,584.7327064286, there. Yeah,"SPEAKER_00, SPEAKER_03",173.67,174.29,0.62,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,41,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
35.8652012336,-4.4111459768,28.9327601881,-6.700703563,10.2319269636,571.7730551227,", we got one already",SPEAKER_00,174.29,175.52,1.23,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,42,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
20.8227769735,8.3383253798,15.9616457203,6.9253426204,8.3432580857,567.0869699524, too. So,SPEAKER_03,175.52,176.42,0.9,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,43,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
30.2489601602,14.0607181271,16.0783761277,-8.7548576119,15.0747808819,670.9315750645,", talking about","SPEAKER_03, SPEAKER_00",176.42,177.94,1.52,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,44,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
25.0049045361,-1.1404127589,19.8208737258,-1.6436650463,14.4621649898,719.4544482112," people. Michael, that's my thumbs down. So don't take my glory.",SPEAKER_00,177.94,183.0,5.06,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,45,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
25.9885382182,2.278443159,19.9898731441,5.8317104268,8.2416567268,655.9480302421, I even thumbs down,"SPEAKER_00, SPEAKER_02",183.0,184.35,1.35,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,46,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
19.8980241037,2.1004063239,14.6739805704,11.7047095903,11.2785057027,706.8941553715, this show,SPEAKER_02,184.35,185.07,0.72,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,47,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
35.69207825,5.3806092053,35.2548244687,9.5896656203,4.5600325,621.2495775, tonight,"SPEAKER_02, SPEAKER_00",185.07,185.7,0.63,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,48,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
34.2859316667,-1.6577421267,22.9915976267,3.83773206,6.7604517333,599.603202,.,"SPEAKER_00, SPEAKER_02",185.7,186.0,0.3,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,49,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
23.1312832476,1.1190176289,14.2430621762,9.0601104952,12.972731,611.9825833333, Actually,"SPEAKER_02, SPEAKER_00",186.0,186.42,0.42,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,50,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
28.0326906163,2.0661556432,19.1001975258,4.1418210937,14.2087262645,698.8256090182,", I'm going to spend most of the time I give the show a thumb down too",SPEAKER_02,186.42,190.63,4.21,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,51,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
34.3887423526,11.0687220105,12.3071659105,-23.2041131368,10.9789945789,592.0340131579,.,"SPEAKER_00, SPEAKER_02",190.63,191.0,0.37,https://chtbl.com/track/G42DE4/https://dts.podtrac.com/redirect.mp3/cdn.simplecast.com/audio/dbd31d/dbd31d40-e597-46ab-ae8c-305c440d194c/a00d834b-09fb-4e0e-9536-558132236fed/nm-119-michael-decon_tc.mp3?aid=rss_feed&feed=fzkTzFY_,52,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,
