mfcc1_sma3Mean,mfcc2_sma3Mean,mfcc3_sma3Mean,mfcc4_sma3Mean,F0semitoneFrom27_5Hz_sma3nzMean,F1frequency_sma3nzMean,turnText,speaker,startTime,endTime,duration,mp3url,turnCount,inferredSpeakerRole,inferredSpeakerName,predictedClassIndex,binaryAction,multiAction,multiActionLLM
15.3323239129,-6.6876609795,24.7877446948,-3.8051197081,16.7902551372,758.500933763," I just want to talk a little bit about the experience of the virus here because it's like Colombia is not a very rich country. So the main issues more than the virus itself is the economy. So there's a lot of people that wouldn't take care, wouldn't stay home because they need to try to find the basics. They live from the daily money they earn, selling stuff in the street, for example, or, you know, like. So it's really interesting the situation here. So you can imagine how that affects all layers and also, it's very interesting how it, I've been thinking a lot about we as a species, yeah, that's the word, because humans are like the creativity, how it works, it's like a reflect of how humans work. So in this situation, I've seen how from myself, it's",SPEAKER_04,303.4,402.31,98.91,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,11,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
9.0561921743,-6.3953823548,14.478756801,-0.9761844793,7.0560001609,813.3456701149, been,"SPEAKER_04, SPEAKER_00",402.31,404.04,1.73,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,12,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
17.7584794196,-5.9269287668,25.5512341211,-2.0629369202,16.8982476319,787.856811252," like, it exploded. I want to do a thousand things. I've been working on videos and training and trying stuff with my in-pro group. We have rehearsals and we try stuff and that's great because it's like how powerful it is for humans to have the creativity and also when it goes to the dark side, it's very dangerous. And we have proofs of those things. So yeah, that in one side, like I've been very, as I told you, very like I don't want to go in this online thing. As soon as this started, I got like a lot of messages, like let's do this, let's do this. And as Joel said, like first I need to go inside and understand how I'm feeling about all this thing. And then I will go out probably and do my stuff. So I think it's very important to take the time to understand as humans what is happening. And as a human, how this is affecting me, what is this making me think and feel about life? And hopefully how it's changing me for better, no? So yeah, I close that idea there and just connecting to the past thing about teaching and learning. When Patti was speaking, I got this idea that it's very important as teachers to be aware of teach people to learn. You know, the typical thing, don't give people fish, teach them how to fish. But if you are able to teach people to be open and to understand that what you're saying is just one point of view that you have developed and you have accumulated knowledge in that specific point of view or some or a mix, that point is as valid as any other point that you can find in the world. And that point is just one. So I think that is really important. Like you're giving tools and then people can play with the tools, but you're not saying any truth. It's just one point of view. - Just a",SPEAKER_04,404.04,587.54,183.5,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,13,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
20.5523420441,0.1054869644,22.1546960767,1.6875741458,14.0722677677,664.2967743755," personal question, Felipe. Do you find that it takes more energy to teach in this new format now that you have started doing it? Is it a harder thing or is it the same? Easier",SPEAKER_08,587.54,608.83,21.29,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,14,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
20.8870429673,5.2638038066,27.1242022066,18.1654954024,17.8895817561,728.6536446341,?,"SPEAKER_08, SPEAKER_04",608.83,609.64,0.81,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,15,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
18.2341751821,-4.7602611177,25.1613425144,-1.7346205385,16.9899531688,754.3293899072," - I think I haven't had enough experiences with this to answer that question, but I do know already that I miss. We are as Latin Americans. We are very hugging persons and physical persons. So the only thing I can tell is that I miss connections and being close to people and hugging people. I saw a",SPEAKER_04,612.08,641.5,29.42,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,16,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
23.7215664583,-1.588151337,19.9513521856,-2.7561991282,11.4422909437,696.6883188614," study that suggests that when you're looking at people on screen and especially when you've got a number of people, it's disconcerting in the sense that there's so many more things to pay attention to as opposed to an improv. You wanna focus typically on your scene partner and you have that one-to-one connection. Well, now we're having a one-to-many connection and we don't have these other things. So it's a new thing. So let's go to Patty and then then we'll go to Joe after. -",SPEAKER_08,641.5,677.44,35.94,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,17,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
17.0332295592,-1.9482672797,18.9330550617,-7.3710205478,18.1423390771,676.8127859975," Thanks. A couple of things bubbling up. So to follow a little bit on what Felipe was just saying about teachers, I really think it's our job to kind of inspire thought. So to provide tools, but inspire thought and questioning, our job as a teacher isn't to come in and give the absolutes. It might be your personal discovery. It might be your code that you follow. It might be the way you work, but it shouldn't be the overall to find the way everyone should. And I think that's really important in improvisation and teaching in general. If we can inspire our students to be curious and to question and then to take what we've shared and apply it, use it, explore it in their own way, I think that provides a healthier community than coming in and saying follow my 10 rules because this is what I'm gonna tell you what to do. Doesn't mean that you can't be passionate about what you do. Doesn't mean that you don't, you can't come in and say, ""I believe this."" 'Cause I think a passionate teacher is a great teacher, but a passionate teacher should also be open to be questioned and to have other opinions in the room. So that on the teaching front. On the teaching online front or being online or performing online, there are a lot of possibilities. It's a new toy, it's a new tool. And I think it's really serving a function like right now, how many different countries are having a conversation right now. But I do think conversation and connection are different and we're having a conversation right now and I feel connected in thoughts and ideas and words, but I don't feel the connection of space. This is not a space. This is a bubble of time. This is not a shared space for me personally. And when I'm teaching, I really rely on looking at the body language of people, who's comfortable, who's present, who's feeling a bit uncomfortable or awkward, where's the fear, who's connecting, where's the inspiration. That is such an important component of our work is embracing the individuality of every student. Who a person is is your first offer as a teacher. And through this, I'm getting a small component of that information. Now, I can still use it, so I'm not trying to be critical of the new tool. I'm just being aware that this tool is very different. Online is not theater. And a lot of the improvisation techniques that we have are about performance, in live performance. So we are using tools in one area differently, and that's fine. However, I do want to say to the improvisers out there that are going, ""I don't like this. ""This is not my thing. ""I'm feeling really conflicted, compromised."" But everybody's saying, ""It's great, we can connect, ""we can play, it's wonderful. ""It's okay if it's not your wonderful."" You're not a bad improviser, because this is difficult. You are not, you haven't failed as an improviser, 'cause you're having a hard time adjusting to this, or you don't want to adjust to this. People have different relationships with technology, and there's different generations of people with technology. For some people, online social has been the way they've communicated since a very young age. For other people, it's still new. And there are so many different platforms of communication. So it's okay if this isn't your thing. You're not failing as an improviser. You are still a part of the community. Some people don't have the technology to be able to use this. So as we look at creating open spaces and inclusive spaces for people in theater, we also have to look at this as being inclusive. And part of that in inclusiveness is, there are some people right now that are gonna be sitting on the sidelines, and they are still welcome, and they are still included, and it's absolutely fine, 'cause this can be exhausting. That's all.",SPEAKER_05,677.44,980.36,302.92,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,18,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
21.2937739014,4.8863019743,7.3840713694,3.5511459328,13.6279873264,651.0594060155," So... - There's just a couple of things. I think I'll first extract what I think Patty said, just to boil that one piece of that is it's not a, this isn't the same sense of connection for many of us, including me. But this is a form of connection. And then for some people who are used to connecting in this way, whether they're introverted or visual learner or whatever, this could very well be connection for them. But for those of us that are kinesthetic and that like to need to be in the same room and have our intuition come into play, I wouldn't say it's not, this is just different. I definitely can connect in a way here. An example I would give about the difference because I see Kiza here is the first time we got to play together as a duo was in a comedy sports match in Connecticut. And so it was Kiza and I against a team of four younger women and we really had never played together. But we've loved each other since we've met and our energy is our energy. And we have that thing that is real life in person people who have kinesthetic connection. And our set just killed and we ended up doing a song, a cappella and it was great. But the different example is that team challenged us in 30 seconds to make them cry and we did. And it's because they were two people who loved each other who had no other choice but to break up and to part. And that distance and that kinesthetic experience that being in the same room made them cry, especially the person that suggested it. And I don't think you could do that online. It doesn't make online worse. It just makes it not appropriate for that form of theater, for that suggestion, that whatever. And so, and there are some people who are absolutely allowed to not want to give that suggestion, take that suggestion, cry because Kiza and I made them cry. That can also not be your thing. But for us, that is clearly our thing. And so that's, I would just offer that up as just a piece of dynamic that I'm personally missing. We're teaching online is concerned. Well, let me back up and just say, I've always for a long time. And actually, since Patty and I started playing together almost 10 years ago, have made it a point to say, I'm going to teach you a way to improvise but I'm not going to teach you the way to improvise. And to Felipe's point about helping people learn, if I can show you a way to improvise and then help make that accessible to the different ways that people learn here, then I'm helping people learn to fish without saying this is how you fish. And then in the online thing, because yes, I, Cheng Zeng said, hey, do you want to teach a thing? And we talked a little bit about it. I had to figure out what it was that this thing was, and I had to start with what is this instead of what have I been doing for 40 years? Okay, what is this delivery system? What am I passionate about in terms of how I play here? And there are, there's just a lot of things I wasn't, it wasn't obvious to me what it was that I would be passionate about playing here. But to John's point, I said this in our first thing, it was like, it's about human connection. And whether it's about, hey, I want to get back to, I want to get with people that are all going to have a barbecue, they're all going to cook out. We're going to do that thing here that we might do in real life. Or will Lewera and Sarasota's having like a campfire? And he has a computer outside and there's a campfire and he has people in and we have a campfire. Like that's something like, oh, I could do that if I didn't live in Chicago and you never knew what the weather was going to be. But I think it's a, we can show people a way to learn. And I think if we're going to be teachers online, the advice would be like, figure out what about this given can have us be passionate to give who we are into this and not think about, I'm going to teach what I'm missing because it's somewhere else. And there's my thoughts. - One,",SPEAKER_02,982.64,1261.14,278.5,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,19,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
22.9631089383,0.6354317782,19.6654268496,-3.0074255043,14.4706894564,665.0295995684," I don't know if this is true or not, but looking at who is participating and who isn't on an individual level is so varied. But it strikes me that there are a lot more folks who may not have had as much opportunity or presence or respect in their communities who are stepping forward now. This is not a complete thought, but I feel like it's worth paying attention to whether we gave the right amount of space to people in our communities and now that there is a new medium and new space that they're taking advantage of it. And I don't think it's just based on who's comfortable or not or who this is harder for mentally or not. I think there's, that's a lot of it. Maybe that's most of it, but I feel like there's something there to pay attention to. Maybe I'm off, I don't know. (laughs) I guess we'll let it sit. You guys can tell me whether you think I'm way up base or not. But--",SPEAKER_08,1261.14,1346.86,85.72,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,20,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
4.5769081619,-0.4777933,15.4710231471,8.5584756055,8.4993391429,862.8603838095, -,"SPEAKER_08, SPEAKER_02",1346.86,1347.28,0.42,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,21,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
24.5708621965,-3.1530182989,7.2842589106,-6.0920868755,23.0351797778,603.8632000202, Can I say,"SPEAKER_02, SPEAKER_08",1347.28,1347.94,0.66,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,22,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
23.8601686127,7.8489144638,9.0271879012,2.6225404434,16.0367752038,650.9094301054," one more quick thing? - Yeah. And that is one thing that I love doing when I travel internationally is playing, but also teaching, where people who have a different mother tongue play a scene together in their home language. And it's, and part of what it is is we don't need to speak each other's verbal language or somebody said it was a transcript, it's brilliant. We don't need to speak each other's personal language to understand each other. If we're paying attention to each other through love and on a human level, we can get the nature of what we're communicating about on a human level. And I'm not so sure, or I'm not inspired to try that online yet. Thank you for letting me put that in",SPEAKER_02,1347.94,1392.68,44.74,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,23,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
9.7624616583,8.2753906,18.8709129166,10.7822327333,0.0,962.1099133334,. -,SPEAKER_00,1392.68,1392.95,0.27,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,24,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
26.7865829762,2.089903881,25.7518752143,19.9608152571,11.1860352381,695.2049295238, Sure,"SPEAKER_00, SPEAKER_08, SPEAKER_02",1392.95,1393.37,0.42,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,25,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
10.128189571,-4.6732124819,15.1628423789,20.8827047581,2.07203914,693.211182475,", sure. All",SPEAKER_02,1393.37,1394.21,0.84,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,26,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
24.7427198924,-1.180953708,17.4366404606,3.5519367809,15.3318269723,655.0963667612," right, Nick, let's, we'll go to you, Kiza, and then Shane. - Okay",SPEAKER_08,1394.21,1400.29,6.08,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,27,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
17.6800546243,1.1862813033,23.9423439334,-14.3107750124,14.4007584166,730.8071097706,", thanks. Well, I think I actually, I might just pick straight up on what you said there with. So, because another thing about our In Prevention Festival that delighted me, kind of unexpectedly, was because we had mainly mix of shows and shows that people had learnt from directors, from workshops in that show. People, there was always one or two cast members, perhaps from a bigger city that had been, they're good improvisers, but they've been overlooked for, for central ensembles and things like that. But people coming from overseas, great directors from overseas, they don't know who these people are. They've just decided on their cast for a show from what they've seen in the workshop, or who's come along. And so, what I can say is I took great delight in seeing those sorts of people, get selected by a Joe or a Felipe or Patty, and then be in a great show with all these known people, do a great job. Well, I'll tell you what, when they went back to their hometown then, then they were in the main ensemble. So, we can pretty quickly. So, I think you're absolutely right, that no matter how giving and sharing we think we are, there is a part of nature's and company nature that is protective and delays progress for some people that could have progress faster. And so, I guess, yeah, one of the great things about where we find ourselves at this moment is a little bit of an equalizer again for people to appear. So, I think, yeah, we need to embrace that. I fall a little bit into the Felipe category of, I feel like if I go online to teach, it's just not going to be as good a product as face to face and that I've been so obsessed, well, not obsessed, yes, obsessed. But I feel like most of what I've been working towards is face to face human connection, live almost in response to where society was going, becoming more of a screen culture, people forgetting how to talk to each other and so on. And now we've got to reverse that. So, I'm still trying to work out how to embrace the new opportunities. So, one thing that happened actually was that our local government here in my region of Australia created some small grants for artists to say, well, if we just gave you some money in this difficult time, how would you spend your time? You can use it for your living expenses. You don't have to propose a project, but what would you do? And so, I applied for that and decided that, look, what I will do actually, and I'm doing, is taking a step back rather than rushing to put what I normally do or what first comes to mind onto the screen, to take a step back and go, well, let's use this time, let's consult with some video people, let's consult with some online course people and try to work out, well, what is a genuinely high quality, useful product that I can put online? So, it'll be much slower than most people getting it up, but I'm hopeful that this isn't going to go away, this online learning thing. So, I'm hopeful that at least in my untekky situation, that I will improve what I can present that way. But it also got me thinking about how we come out of this, because I still feel extremely passionate about the human-to-human connection, how we learn to become vulnerable and intimate with each other and consensual in that and respecting each other face-to-face. And it strikes me that our world is upside down now in terms of what we're told is what is healthy to do. Here in Australia, and certainly in my city, over summer, we were blanketed in bush by a smoke. And so, we were told, okay, here's the healthy thing to do. Stay indoors, never go outside and sit on your butt, not doing much so that you don't have to breathe too much. That was the new healthy instead of go outside and exercise. And now the new healthy with very, very strong advertising and pushing is stay away from each other, maintain a distance, try not to breathe on anyone by talking at them too close and so on. And already, you can see people's behavioral change when you do see them face-to-face. So when we come back to the face-to-face environment, we're going to have even more people, even more anxious about being vulnerable connected to each other. Even more people who are afraid of touch and so on. And so, I'm not proposing that I have particular answers to that, but I'm saying that's an area that I really want to work on too in this time. How do we come out of this zone and help people again, readjust to that face-to-face thing that we love as well as embracing the online thing? And as a final thing I just wanted to say, we talked a lot about embracing the change and the differences from other cultures to learn from them. And we also talked about what seems to be the opposite of maintaining your own culture and not letting go of that in the face of what seems to be strong influences. I just want to close by saying, I think they're the same thing because if you learn from one other influence, two, maybe three other influences, yes, you can have this feeling of being inadequate, a fraud, learning from something bigger than yourself. But if you get enough different influences coming in and that's just how you think, I love to get different influences, I love my processes to be challenged, then eventually it comes to the question, wait a minute, well, who am I as an improviser? And eventually your answer becomes, well, I'm okay. And these are the things about me or my culture or my group that are actually different. You end up answering that question and your acceptance from being involved in shows in different languages with people that you don't understand and all of these types of experiences that we've talked about and nothing goes wrong, you're accepted, leads you to discover your own strength as an improviser, leads you to discover that you do have your own identity and leads you to have the confidence to put forward your own identity. So my message too, it provides us listening, is you do have a cultural identity. You may not see it because you've grown up with it, it just seems something normal, perhaps boring to you, but it's there. And by engaging and exposing yourself to all these different cultures and influences, you might rediscover what's interesting about you that you can present to us and that we need to hear from you. -",SPEAKER_01,1400.29,1984.27,583.98,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,28,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
-2.2536953609,-5.8590822093,5.6134406808,6.0811832632,1.2008486957,851.4391358696, Very,"SPEAKER_01, SPEAKER_08",1984.27,1985.19,0.92,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,29,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
23.5963375049,-0.616698345,19.4499600573,-4.1549219346,10.4744565361,675.3812019295," nice. I'll just note in the chat and just to kind of piggyback on a piece of what you said, Nick, we have a role now, I think as improvisers to help people through this time, we will have a role afterwards and Felipe mentioned that we can be helpful on the way back in reconnecting with people. Very true, very good words. Kiza, let's move to you. -",SPEAKER_08,1985.19,2013.53,28.34,https://anchor.fm/s/debdff4/podcast/play/13465947/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fproduction%2F2020-4-8%2F71293346-48000-2-f839edbfc229e.mp3,30,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,,,
