mfcc1_sma3Mean,mfcc2_sma3Mean,mfcc3_sma3Mean,mfcc4_sma3Mean,F0semitoneFrom27_5Hz_sma3nzMean,F1frequency_sma3nzMean,turnText,speaker,startTime,endTime,duration,mp3url,turnCount,inferredSpeakerRole,inferredSpeakerName,predictedClassIndex,binaryAction,multiAction,multiActionLLM
31.7409269581,-0.1256718994,27.391087786,-8.09493548,23.1881471905,650.8212452381,", I believe","SPEAKER_01, SPEAKER_03",204.5,205.1,0.6,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,11,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,0,2.0,Problem-Solution
27.4869288615,-3.195560244,22.058068635,0.2946212676,14.6231043613,597.7492291955,". And I think in 2015, you started doing the hallowed ground tours, which did kind of contextualize and increase people's understanding on campus of a lot of the racist legacy that continues to dominate places like the University of Alabama. I believe that the building where your department is housed is named after a white supremacist. What can you tell me about UA as it stood five years ago and the actions that UA is starting to take now to address some of that",SPEAKER_01,205.1,232.18,27.08,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,12,host,John Hammanry,,0,0.0,Problem-Solution
28.26413611,-4.7346304088,-5.3815490166,-7.4355926724,29.3832978448,768.9011487342,"? Yeah, so I started doing this research because of a student, black male student in my class January 2015 said slavery did not exist at the University of Alabama. So kind of question why we were talking about slavery in college campuses. And then I took the university tour and I can no longer fault the student. So there was no conversations going on. There was no way to educate the students of the slave past, but also the bolder. When Charleston happened and Charlottesville happened, I had people not even know that we had that UDC Boulder on our quad. They walked by it every day and didn't see it. So it became a, this is, I can't have students in my class think slavery didn't exist and not see the kids' landscape. And then other students who are hyper aware who did not want to be at UA more, they were talking about transferring. So how to keep them there and invest it in the ball. So turn it and learn in this information, but talking about it, having those difficult conversations about it. So when I first started doing the tours and the research, I had maybe one or two people who had actually heard of the history. They had actually heard about the University of apologizing for slavery in 2004. Shorty had not. To now we, five years later, because of the tours, because of those conversations that UAs now removed the monuments, the two plaques on Gorgas Library and the bolder, the students who have taken the classes and the tours are using that language, that long history. Like, wait, we're UA too. We matter. Our voices are out there and we are the future. We are living everything in the capstone. And that was never there in five years ago. But the other thing was, I would never have imagined five years ago when I started this that UA would have taken down the boulder. Or all I",SPEAKER_03,232.18,338.4,106.22,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,13,guest,Hillary Green,,1,,
25.3441176818,-2.0619553136,24.1470472636,11.8973481636,19.484981,633.5994904545, wanted,"SPEAKER_03, SPEAKER_06",338.4,338.85,0.45,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,14,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
29.227997,-19.42617825,9.1924174875,-0.80130905,13.97610375,452.70325875, to,"SPEAKER_06, SPEAKER_03",338.85,339.0,0.15,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,15,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
25.7007723897,-7.2312807066,-4.0514488729,-9.6429964098,29.9008114158,769.3954730336," do was to make sure my students not come to my class thinking slavery could not exist. That's all. And Educain talked about what can we do new? How can we build this out? And that was it. And so for me, as someone being at UA and being a part of this history now, I'm just amazed at the speed. Because as a historian, five years is nothing. Yeah.",SPEAKER_03,339.0,365.3,26.3,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,16,guest,Hillary Green,,1,,
26.66538889,-7.4567242811,24.5820536474,3.859057026,16.6111755213,647.5869457089," Well, and I graduated from UA in 2010. So about five years before you started doing these tours, I remember seeing that boulder, the monument that they've removed on campus, on the quad, particularly on game weekends. I was one of those students who never read it. You know, I think UA is even kind of Disney-fied. It's desegregation",SPEAKER_01,365.3,383.38,18.08,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,17,host,John Hammanry,,1,,
39.3418442722,-8.3717788641,22.6340238056,0.8095637436,21.8881411972,639.5116453611, story. You know,"SPEAKER_01, SPEAKER_00",383.38,384.35,0.97,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,18,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
25.994370099,-3.2287136434,21.3777439811,1.7879676879,12.7379115305,609.424516719,", you've got the monument to Vivian Malone and James Hood that doesn't entirely tell the story about how they were traumatized on campus years later. I am kind of struck by the fact that you said a student first brought this to your attention. You know, just in the years since I've been on campus, I think of a lot of the changes that have been made. You talk about the five-year period since 2015, but you know, whether it's the desegregation of the Greek system or the election of, you know, the first black SGA president in, I think it would have been 40, 50 years when Eliot Spillers was elected. A lot of the changes seem to be driven by the students and the resistance of the administration. The removal of the monument did happen when students weren't on campus, but I can't help but think they did it to anticipate what would happen when students got back",SPEAKER_01,384.35,428.71,44.36,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,19,host,John Hammanry,,1,,
12.0885033533,0.6828616733,14.2241005467,4.8564912133,7.6892449333,773.0795713333, to,"SPEAKER_01, SPEAKER_03",428.71,429.0,0.29,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,20,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
29.2465022788,-9.6344913654,-8.9083063214,-10.4139144077,30.7003461753,767.8680961124," campus. Exactly. And I think it's telling the petitions that came through. I looked at the names and they've been in my classes as graduate students and undergrads. So when I taught the boulder, we left the classroom and we went outside to that rock and we're like, okay, you just read Karen Cox, 60 daughters. What would Karen Cox say about this? What, you just learned all this history and we will be out there deconstructed the boulder. And for me, that would be the first time they had it, but now they had the language and the tools. So when I saw those petitions coming in and then the removal, I'm like, there are no students here. But yet this is gone. This has been a flashpoint. They're building names like renaming Morgan Hall after Harper Lee was there when I was there. That didn",SPEAKER_03,429.0,475.97,46.97,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,21,guest,Hillary Green,,0,0.0,Problem-Solution
31.5077124031,-17.2158484449,20.4823694383,1.5091112821,10.5833896979,540.8556572245,'t go anywhere. And that didn't end up,SPEAKER_01,475.97,477.22,1.25,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,22,host,John Hammanry,,1,,
22.9133105,-7.5071871624,18.550237575,-4.2008584203,17.7533066,619.240815, happening,"SPEAKER_01, SPEAKER_03",477.22,477.62,0.4,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,23,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
28.118468855,-7.0251322441,-5.7919428389,-8.9041353019,29.2375060453,766.590910881,". Exactly. So I'm like, there's something about this moment and the fear of what would happen in the fall. And also too, I think too, some of those conversations that we've been having for five years helped this process easier, make it easier. Having those conversations, okay, what's next? How are some possibilities if we removed you, add new? What do you do this? And my concern is, and I like how you said about the Disney fight of the civil rights past, that's another history that is not really told to students either. So we might need to start thinking about narratives. How do we communicate these narratives over time? That's not this congratulatory, hey, let's put ourselves on the back, but really do that hard work of making this the inclusive space. And I think my concern is now with the moment coming down on the UA and others is when I got there, I would hear a lot. And I do still hear from some naysayers, well, we gave them a marker. And I'm like, well, who are the we and who are the they in the situation? My concern is now is we removed a marker. How does that culture of silence, how does that culture of erasing even the good that UA has done might see back in? So it's one of those things that, and I also do not like Disney fight narratives. So I will always resist and be like, no, let's talk about this",SPEAKER_03,477.62,563.75,86.13,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,24,guest,Hillary Green,,1,,
22.820560646,-4.4807847826,27.1784951363,6.2252387728,14.6901246517,600.0185210071," space. UA is not the only campus where this is happening. And it does seem like if we kind of did a comparison across, you know, just the SEC, for example,",SPEAKER_01,563.75,571.49,7.74,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,25,host,John Hammanry,,1,,
33.0693735385,10.1827679293,24.8973064167,9.8524006996,1.7440374103,544.5404170513, we can talk,"SPEAKER_01, SPEAKER_00",571.49,571.93,0.44,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,26,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
24.8658151018,-1.7129310739,22.114435286,3.969460465,14.9435051993,631.198742232," about the ACC in North Carolina and a few other places here in a minute. But let's start with the SEC. You know, the University of Mississippi, they have a multiple problems that are all being addressed right now. Basically, there's the state flag, which is the last remaining flag that has the stars and bars, the most recognizable Confederate flag. That is seemingly being debated in the legislature right now. You know, by the time this episode airs, maybe there's a two flag solution. Who knows? But what's happening on campus is my understanding, correct me if I'm wrong, they've said that they will remove the monument. But the controversy is that they might spend more money to create basically a pavilion, a plaza to that monument somewhere else on campus.",SPEAKER_01,571.93,610.71,38.78,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,27,host,John Hammanry,,1,,
-13.2376456308,15.6521356,6.9226487492,-1.193541499,3.1378279231,617.9143015385, It,"SPEAKER_01, SPEAKER_03",610.71,610.97,0.26,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,28,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
27.1321284793,-5.7756058025,-3.6624725126,-10.7696720418,30.0566455848,764.1013990402," is a tone depth. It's a two-day solution. And one of the things why it's tone depth is creating a plaza and spending more money to another romanticized version of the lost cause. And I think the best statement came out recently over that wasn't just a visceral response to it, was that, like, wait a minute, we never agreed to this. We didn't see this. So the transparency, the openness, I could will snuck up on even those who are willing to like, okay, it's moved, we can work with solutions. And it made the battle lines even more intense now. The other is though, spending more money for a neo-confederate, neo-lost cause plaza. It ignores even the basic demands of people like, can we no longer have this presence, this monument here? So they're building a new monument. And they're actually updating the cemetery. That was never a good story. I added new stones added this. So when the history department said, like, this isn't even this change in the narratives of the lost cause that we had and create a new lost cause narrative for our campus. So how do you expect people to teach their students to come there and to attract students? And I think it's the removal on that and then the solution. The solution is going to cause the next round of the base on this campus. So I'll be very interested because it reminds me of UNC Chapel Hill with Silent Sam and how that happened. And I think the University of Mississippi would be very keen in looking what happened there within the past two years. And like an vision, is this worth it? Is this amount of money here? Can we actually come up with a community based solution that doesn't seem tone deaf, that actually listens? And where the goodwill of people would have it because it's moving to another place, another monument, how can we do this in a way that is not Disney, but also not create another lost cause monument, but also to recognize this moment because the protests are going to continue and increase",SPEAKER_03,610.97,736.77,125.8,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,29,guest,Hillary Green,,0,0.0,Problem-Solution
28.7204872416,-4.8959296408,18.1636871556,2.2492209031,15.7422859439,621.2455560558,". For those of us who are not terribly familiar with what happened with UNC and Silent Sam, I know that's where you got your doctorate. What was the controversy there and how did it",SPEAKER_01,736.77,746.31,9.54,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,30,host,John Hammanry,,1,,
28.337390755,-6.455938449,-6.8846919492,-11.4906302196,30.295807206,771.08861302," resolve? So Silent Sam had a longer history. It was actually pulled down by students after the university failed to listen to their demands, sorry, doing surveillance of students and others. And as a alum, I was a part of a movement to why not give money to the school until this got resolved. But when the monument gets pulled down, the university puts in storage and then they say, well, we're going to create a museum for this. And we're going to create this multi-million dollar museum. We're also going to have all this money for security. And we're just like, well, that's the went to scholarships. I could have done this other thing. And then the lawsuit started to happen where even sports personalities with UNCs, basketball team who are never vocal on race started talking. And what that monument meant and how it shaped, but they were like, if you build this, you'll never get a set from us a week will sue you. It became one of those flash points that now after a lawsuit got settled, we realized that you didn't see never really owned it. Nope, we are not sure who owned it, but that's a lot of money that went to some legal suits over this monument. And it's still in storage. It has not dropped back up, but the saga continues and it's still being waged. So I think the University of Mississippi should look to that. Are you willing to have a multi-year fight on your hands? And is this monument worth it? And even the solution of a new plaza worth",SPEAKER_03,746.31,838.58,92.27,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,31,guest,Hillary Green,,0,0.0,Problem-Solution
15.1374411864,-6.162416389,-5.2510608686,-12.3601114973,15.6768764091,677.0619381818, it,"SPEAKER_03, SPEAKER_01",838.58,839.03,0.45,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,32,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
27.4095012346,1.3672918722,20.4803444682,-0.3387239649,15.3238466713,645.7726349164,"? Well, you mentioned the UDC and I guess they did not actually own Silent Sam. The United Daughters of the Confederacy are where a lot of these monuments originated. It's where a lot of this lost cosmetology was born. They built monuments in Birmingham and all around the South, who were the United Daughters of the Confederacy and how does the lost cosmith get tracked back to reconstruction and that",SPEAKER_01,839.03,863.42,24.39,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,33,host,John Hammanry,,1,,
37.3052436689,-19.565629988,13.1855619322,-12.8549478962,22.0152711551,615.3000395172, was,"SPEAKER_01, SPEAKER_03",863.42,864.11,0.69,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,34,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
28.51839224,-2.8257183948,-1.6895131006,-9.4640633905,28.3468753303,754.2501816134," the first time they were in the United Daughters of the Confederacy. Yeah, the UDC is the successor of the Ladies Memorial Association, which really has it starts right after the Civil War. This is women who are supporters of the Confederacy, but there's also women in the North, they're African Americans who are attending to the wartime debt. These are women dedicated to one making sure that everyone has a headstone and the preservant and taking care of those cemeteries. So they're in private spaces. So the United Daughters of the Confederacy is the successor of Reconstruction. Have it after the Americans go to school, have it after American politicians, and as Republican governments during Reconstruction are being removed and replaced by redemption, you also have to change the landscape and the cultural redemption. And this is where the LMA's that become the United Daughters of the Confederacy are important because this is the role of women and shaping the landscape by putting up monuments in public spaces to say, hey, African Americans, you no longer belong. This is our history, our space, and this is the power structure. And then also to the UDC did textbooks. So they are looking at living monuments as the children of future generations, both white and black, to learn the version of the lost cause. They are also educated every child through the textbooks that now they control. So the textbook committees are controlled by the United Daughters of the Confederacy. They also sponsored scholarships. And the other thing we are talking about are these monuments, but their legacy and the scope of their work were more than these monuments. It was textbooks, school building names, holidays, and the like. And if it wasn't for the United Daughters of the Confederacy and the LMA's, we would not have these discussions because this is the work of women who purposely and strategically made this as their political statement to shape the South and to shape the remandments of the Civil War that honored the Confederacy, that honored this lost cause, that made the men who fought into these valiant soldiers and did it in a way that had mass appeal that the reunions couldn't do, individual teaching couldn't do, but they made sure they went from the cradle to the grave. And that is why we are still talking about these monuments. And when you look at the role of the UDC in the first wave of the monument craze from 1880 to 1920, that is the work of that, those groups of women, everything else has come since. And it's usually the children who are doing it, but the UDC made their mark on society. And these debates I find it's telling that very few people remember the women who were responsible for these monuments. And we always say the UDC, lost cause, monuments, but also Jim Crow era monuments. And it's our cultural backlash and redemption of reconstruction. And it's why that period, because it's the period of lynching, it's the period of disenfranchisement. And when you overlay my students every time I teach the monuments, it's usually after talking about lynching. And I show them the Equal Justice Initiative website with the lynching map. And then a couple of lectures later, we're talking about the monuments. And I always have students who are like, ""Oh my gosh, you could do a complete overlay."" And you're seeing lynching and monuments going up at the same time. And those records going up at the same time. And with disenfranchisement, that's a part of that narrative too. And I think that's why a lot of people are protesting today, because they're seeing that long legacy of the first reconstruction now continuing to present. But also now with William Barber of North Carolina and others calling for a third reconstruction that deals with policing. They're making those through lines in that long history in ways that I would never expect it other than those college campuses that are learning this. But you're seeing it on the ground and this longer history being played out in the present",SPEAKER_03,864.11,1104.89,240.78,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,35,guest,Hillary Green,,0,0.0,Problem-Solution
22.6706394321,8.785754384,14.0227352843,5.5042831372,13.5963170385,673.0765467824,". Coming up after the break, Hillary Greene discusses how a woman from Boston became so interested in Southern history. For AL.com, I",SPEAKER_01,1104.89,1112.99,8.1,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,36,host,John Hammanry,,1,,
25.9162931536,14.4667387614,16.2813706756,-3.0988175957,13.5129390502,612.3715757451,"'m Ben Flanagan. This is Outbreak Alabama, Stories from a Pandemic. As the novel coronavirus wreaks havoc in Alabama and across the world, these are the stories of the people seeking to survive the disease and its economic strain. I've",SPEAKER_02,1112.99,1128.55,15.56,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,37,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,0,0.0,Problem-Solution
46.0573346293,-8.1639511768,18.8332570622,-5.4187908369,17.5921661354,649.561257153," been doing this 40 years. I've been a fired five people in my entire life. And you know, we're in the process of laying off hundreds of people. And I can tell you, that's as tough as anything we've ever",SPEAKER_05,1128.55,1139.43,10.88,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,38,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
40.358021625,-21.9892563542,17.8564162542,2.3867793042,12.539526,672.0373895833, done,"SPEAKER_05, SPEAKER_04",1139.43,1139.9,0.47,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,39,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
41.1671150456,-8.2828629097,20.9692792347,-11.9331272351,18.0108541478,663.9616895405,. A lot of us don't have health insurance. A lot of us don't have sick days. We can't collect unemployment when shutters cancel. Everyone is worried. Everyone is tense. Everyone is,SPEAKER_04,1139.9,1151.41,11.51,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,40,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
38.1057675844,-4.595274214,20.7385879016,0.9853959718,16.9188102,605.1080388889, concerned,"SPEAKER_04, SPEAKER_00",1151.41,1152.3,0.89,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,41,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
25.3918148919,7.2609854994,16.6637354271,3.923878511,18.1830038142,559.1393963955,. I have a business that I cannot even run for two months now. I've been closed. I have five employees that keep asking me when we're going to reopen and I don't know,SPEAKER_00,1152.3,1161.54,9.24,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,42,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
32.55728244,10.407281814,14.2181784552,0.5745863888,17.0405524,582.961794, yet,"SPEAKER_00, SPEAKER_05",1161.54,1162.04,0.5,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,43,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
43.0356649509,-4.7548396545,14.5346441973,1.1988335432,13.7244215944,643.0675459282,. I'm an optimistic guy and I think that my group is smart enough and hard working enough and kind enough to get us through this. Whatever they can,SPEAKER_05,1162.04,1173.74,11.7,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,44,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,0,3.0,Intention
35.0840461111,-3.8675916444,7.4409403556,-14.4042552889,18.3034668889,851.6613966667, ask,"SPEAKER_05, SPEAKER_02",1173.74,1173.93,0.19,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,45,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
41.9148365148,-1.7545084125,24.6312563279,-4.2224829769,16.1494233,671.2397013462,. And,SPEAKER_02,1173.93,1174.58,0.65,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,46,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
47.8512746923,-5.7174482181,11.8790549792,-5.9166554863,18.7952907308,638.8111857692, that,"SPEAKER_02, SPEAKER_05",1174.58,1175.11,0.53,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,47,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,1,,
29.3437028176,3.075947817,9.1195353541,-5.6593286905,15.6168307821,653.162585769, served me my hope. Outbreak Alabama. Stories from a pandemic. Search outbreak Alabama on iTunes or wherever you get your podcasts,SPEAKER_02,1175.11,1187.6,12.49,https://pdst.fm/e/chrt.fm/track/D33B1E/traffic.megaphone.fm/ADLM9924637739.mp3?updated=1651350594,48,NO_INFERRED_ROLE,NO_INFERRED_SPEAKER,,0,1.0,Call-to-Action
